"product_name","ingredient","classes","dose","price_krw","price_as_of","source_note"
"자디플로진정25밀리그램","Empagliflozin","SGLT2_EM","25mg","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"자디하트정10밀리그램","Empagliflozin","SGLT2_EM","10mg","265","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"자디하트정25밀리그램","Empagliflozin","SGLT2_EM","25mg","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"자비아정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"자비아정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제뉴원글리메피리드정","Glimepiride","SU","2mg","185","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제뉴파마리나글립틴정","Linagliptin","DPP4","5mg","341","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제미글로정50밀리그램","Gemigliptin","DPP4","50mg","748","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제미다파정","Dapagliflozin + Gemigliptin","SGLT2_DA+DPP4","10mg/50mg","940","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제미메트서방정25/1000밀리그램","Gemigliptin + Metformin HCl","DPP4+MET","25mg/1g","468","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제미메트서방정25/500밀리그램","Gemigliptin + Metformin HCl","DPP4+MET","25mg/0.5g","425","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제미메트서방정25/750밀리그램","Gemigliptin + Metformin HCl","DPP4+MET","25mg/0.75g","428","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제미메트서방정50/1000밀리그램","Gemigliptin + Metformin HCl","DPP4+MET","50mg/1g","850","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제미메트서방정50/500밀리그램","Gemigliptin + Metformin HCl","DPP4+MET","50mg/0.5g","736","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제이마릴정2밀리그램","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제이알글리메피리드정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제이폴민정500밀리그램","Metformin HCl","MET","0.5g","70","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제파진듀오정12.5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/1g","365","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제파진듀오정12.5/500밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/0.5g","360","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제파진듀오정12.5/850밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/0.85g","360","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제파진듀오정5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/1g","241","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제파진듀오정5/500밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/0.5g","236","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제파진듀오정5/850밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/0.85g","236","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제파진정10밀리그램","Empagliflozin","SGLT2_EM","10mg","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제파진정25밀리그램","Empagliflozin","SGLT2_EM","25mg","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제포가듀오서방정10/1000밀리그램","Dapagliflozin + Metformin HCl","SGLT2_DA+MET","10mg/1g","512","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제포가듀오서방정10/500밀리그램","Dapagliflozin + Metformin HCl","SGLT2_DA+MET","10mg/0.5g","473","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"제포가정10밀리그램","Dapagliflozin","SGLT2_DA","10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"젠시가에스정10/100밀리그램","Dapagliflozin + Sitagliptin","SGLT2_DA+DPP4","10mg/0.1g","846","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"젠시가정10밀리그램","Dapagliflozin","SGLT2_DA","10mg","393","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"지엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","167","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"직더블엠정10/4밀리그램","Dapagliflozin + Glimepiride","SGLT2_DA+SU","10mg/4mg","677","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"직듀오서방정10/1000밀리그램","Dapagliflozin + Metformin HCl","SGLT2_DA+MET","10mg/1g","512","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"직듀오서방정10/500밀리그램","Dapagliflozin + Metformin HCl","SGLT2_DA+MET","10mg/0.5g","473","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이글리토정10/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","10mg/5mg","714","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이글리토정25/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","25mg/5mg","810","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이듀오서방정10/1000밀리그램","Dapagliflozin + Metformin HCl","SGLT2_DA+MET","10mg/1g","512","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이릴엠정1/250밀리그램","Glimepiride + Metformin HCl","SU+MET","1mg/0.25g","112","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이릴엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","167","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이릴정2밀리그램","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이마릴엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","167","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이마릴정2밀리그람","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이메트서방정","Metformin HCl","MET","0.5g","101","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이시가정10밀리그램","Dapagliflozin","SGLT2_DA","10mg","393","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이토스메트정15/850밀리그램","Metformin HCl + Pioglitazone","MET+TZD","0.85g/15mg","714","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이토스정","Pioglitazone","TZD","15mg","647","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"케이토스정30밀리그램","Pioglitazone","TZD","30mg","940","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"코오롱글리메피리드정2밀리그람","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"콤비글라이즈서방정5/1000밀리그램","Metformin HCl + Saxagliptin","MET+DPP4","1g/5mg","827","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"콤비글라이즈서방정5/500밀리그램","Metformin HCl + Saxagliptin","MET+DPP4","0.5g/5mg","827","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"큐턴정5/10밀리그램","Dapagliflozin + Saxagliptin","SGLT2_DA+DPP4","10mg/5mg","833","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"크리메릴엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","196","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"크리메릴정2밀리그램","Glimepiride","SU","2mg","184","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"타파듀오정10/100밀리그램","Dapagliflozin + Sitagliptin","SGLT2_DA+DPP4","10mg/0.1g","846","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"타파진정10밀리그램","Dapagliflozin","SGLT2_DA","10mg","393","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"타파진정5밀리그램","Dapagliflozin","SGLT2_DA","5mg","262","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"타파진플러스서방정10/1000밀리그램","Dapagliflozin + Metformin HCl","SGLT2_DA+MET","10mg/1g","435","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"타파진플러스서방정10/500밀리그램","Dapagliflozin + Metformin HCl","SGLT2_DA+MET","10mg/0.5g","402","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테글리엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테글리엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테글리엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테글리정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네그린듀오서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네그린듀오서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네그린듀오서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네그린정","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글로엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글로엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글로엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글로정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글리엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글리엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글리엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글리정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글리틴엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글리틴엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글리틴엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글리틴정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글립엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글립엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글립엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글립정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네글정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네로엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네로엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네로엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네로정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네로틴엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네로틴엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네로틴엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네로틴정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네론엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네론엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네론엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네론정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네리엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네리엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네리엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네리칸엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네리칸엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네리칸엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네리칸정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네리틴정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네린엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네린엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네린엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네린정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네립틴엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네립틴엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네립틴엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네립틴정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네스엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네스엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네스엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네스정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네틴엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네틴엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네틴엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네틴정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네필정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네필플러스서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네필플러스서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테네필플러스서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬디엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬디엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬디엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬디정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬라엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬라엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬라엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬라정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬로드엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","332","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬로드엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","332","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬로드엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬로드정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬리아엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","370","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬리아엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","370","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬리아엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","739","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬리아정20밀리그램","Teneligliptin","DPP4","20mg","732","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬리엘듀오서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬리엘듀오서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬리엘듀오서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬리엘정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬리탁듀오서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬리탁듀오서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
